Timing,Xms,Xmx,GCollector
0.103125,1536,1024,UseConcMarkSweepGC
0.103125,1536,1152,UseConcMarkSweepGC
0.103125,1536,1280,UseConcMarkSweepGC
0.1,1536,1408,UseConcMarkSweepGC
0.103125,1536,1536,UseConcMarkSweepGC
0.1,1536,1664,UseConcMarkSweepGC
0.10625,1536,1792,UseConcMarkSweepGC
0.1015625,1536,1920,UseConcMarkSweepGC
0.1015625,1664,256,UseConcMarkSweepGC
0.1,1664,384,UseConcMarkSweepGC
0.1,1664,512,UseConcMarkSweepGC
0.103125,1664,640,UseConcMarkSweepGC
0.1015625,1664,768,UseConcMarkSweepGC
0.103125,1664,896,UseConcMarkSweepGC
0.103125,1664,1024,UseConcMarkSweepGC
0.10625,1664,1152,UseConcMarkSweepGC
0.103125,1664,1280,UseConcMarkSweepGC
0.103125,1664,1408,UseConcMarkSweepGC
0.1078125,1664,1536,UseConcMarkSweepGC
0.10625,1664,1664,UseConcMarkSweepGC
0.103125,1664,1792,UseConcMarkSweepGC
0.10625,1664,1920,UseConcMarkSweepGC
0.10625,1792,256,UseConcMarkSweepGC
0.109375,1792,384,UseConcMarkSweepGC
0.103125,1792,512,UseConcMarkSweepGC
0.1046875,1792,640,UseConcMarkSweepGC
0.109375,1792,768,UseConcMarkSweepGC
0.1,1792,896,UseConcMarkSweepGC
0.103125,1792,1024,UseConcMarkSweepGC
0.103125,1792,1152,UseConcMarkSweepGC
0.10625,1792,1280,UseConcMarkSweepGC
0.103125,1792,1408,UseConcMarkSweepGC
0.1,1792,1536,UseConcMarkSweepGC
0.103125,1792,1664,UseConcMarkSweepGC
0.103125,1792,1792,UseConcMarkSweepGC
0.103125,1792,1920,UseConcMarkSweepGC
0.1,1920,256,UseConcMarkSweepGC
0.1,1920,384,UseConcMarkSweepGC
0.103125,1920,512,UseConcMarkSweepGC
0.1,1920,640,UseConcMarkSweepGC
0.103125,1920,768,UseConcMarkSweepGC
0.1,1920,896,UseConcMarkSweepGC
0.10625,1920,1024,UseConcMarkSweepGC
0.1,1920,1152,UseConcMarkSweepGC
0.1,1920,1280,UseConcMarkSweepGC
0.103125,1920,1408,UseConcMarkSweepGC
0.10625,1920,1536,UseConcMarkSweepGC
0.103125,1920,1664,UseConcMarkSweepGC
0.1,1920,1792,UseConcMarkSweepGC
0.103125,1920,1920,UseConcMarkSweepGC
0.98125,256,256,UseZGC
0.8328125,256,384,UseZGC
0.8359375,256,512,UseZGC
0.8265625,256,640,UseZGC
0.8265625,256,768,UseZGC
0.828125,256,896,UseZGC
0.8203125,256,1024,UseZGC
0.8265625,256,1152,UseZGC
0.8328125,256,1280,UseZGC
0.815625,256,1408,UseZGC
0.821875,256,1536,UseZGC
0.8234375,256,1664,UseZGC
0.8234375,256,1792,UseZGC
0.8390625,256,1920,UseZGC
0.109375,384,256,UseZGC
0.834375,384,384,UseZGC
0.8421875,384,512,UseZGC
0.834375,384,640,UseZGC
0.84375,384,768,UseZGC
0.83125,384,896,UseZGC
0.825,384,1024,UseZGC
0.8390625,384,1152,UseZGC
0.8359375,384,1280,UseZGC
0.828125,384,1408,UseZGC
0.834375,384,1536,UseZGC
0.8328125,384,1664,UseZGC
0.8421875,384,1792,UseZGC
0.828125,384,1920,UseZGC
0.1,512,256,UseZGC
0.1,512,384,UseZGC
0.8328125,512,512,UseZGC
0.8265625,512,640,UseZGC
0.8375,512,768,UseZGC
0.8453125,512,896,UseZGC
0.8390625,512,1024,UseZGC
0.8359375,512,1152,UseZGC
0.85625,512,1280,UseZGC
0.846875,512,1408,UseZGC
0.8390625,512,1536,UseZGC
0.853125,512,1664,UseZGC
0.84375,512,1792,UseZGC
0.8234375,512,1920,UseZGC
0.103125,640,256,UseZGC
0.103125,640,384,UseZGC
0.10625,640,512,UseZGC
0.83125,640,640,UseZGC
0.8359375,640,768,UseZGC
0.8375,640,896,UseZGC
0.8328125,640,1024,UseZGC
0.83125,640,1152,UseZGC
0.834375,640,1280,UseZGC
0.828125,640,1408,UseZGC
0.8265625,640,1536,UseZGC
0.8296875,640,1664,UseZGC
0.8328125,640,1792,UseZGC
0.834375,640,1920,UseZGC
0.103125,768,256,UseZGC
0.10625,768,384,UseZGC
0.103125,768,512,UseZGC
0.121875,768,640,UseZGC
0.8359375,768,768,UseZGC
0.834375,768,896,UseZGC
0.8421875,768,1024,UseZGC
0.83125,768,1152,UseZGC
0.840625,768,1280,UseZGC
0.8421875,768,1408,UseZGC
0.8390625,768,1536,UseZGC
0.84375,768,1664,UseZGC
0.8484375,768,1792,UseZGC
0.8578125,768,1920,UseZGC
0.103125,896,256,UseZGC
0.10625,896,384,UseZGC
0.103125,896,512,UseZGC
0.10625,896,640,UseZGC
0.10625,896,768,UseZGC
0.8671875,896,896,UseZGC
0.865625,896,1024,UseZGC
0.8546875,896,1152,UseZGC
0.85625,896,1280,UseZGC
1.353125,896,1408,UseZGC
1.625,896,1536,UseZGC
1.598438,896,1664,UseZGC
1.960938,896,1792,UseZGC
2.389062,896,1920,UseZGC
0.15,1024,256,UseZGC
0.240625,1024,384,UseZGC
0.346875,1024,512,UseZGC
0.225,1024,640,UseZGC
0.1625,1024,768,UseZGC
0.425,1024,896,UseZGC
2.117188,1024,1024,UseZGC
1.71875,1024,1152,UseZGC
1.80625,1024,1280,UseZGC
1.745312,1024,1408,UseZGC
1.590625,1024,1536,UseZGC
1.523438,1024,1664,UseZGC
1.373438,1024,1792,UseZGC
1.434375,1024,1920,UseZGC
0.171875,1152,256,UseZGC
0.153125,1152,384,UseZGC
0.184375,1152,512,UseZGC
0.20625,1152,640,UseZGC
0.1375,1152,768,UseZGC
0.153125,1152,896,UseZGC
0.2140625,1152,1024,UseZGC
1.3125,1152,1152,UseZGC
1.30625,1152,1280,UseZGC
1.276562,1152,1408,UseZGC
1.279688,1152,1536,UseZGC
1.31875,1152,1664,UseZGC
1.614063,1152,1792,UseZGC
1.96875,1152,1920,UseZGC
0.265625,1280,256,UseZGC
0.309375,1280,384,UseZGC
0.30625,1280,512,UseZGC
0.1703125,1280,640,UseZGC
0.228125,1280,768,UseZGC
0.35,1280,896,UseZGC
0.2921875,1280,1024,UseZGC
0.25625,1280,1152,UseZGC
2.098438,1280,1280,UseZGC
2.1375,1280,1408,UseZGC
2.275,1280,1536,UseZGC
1.8875,1280,1664,UseZGC
1.859375,1280,1792,UseZGC
1.98125,1280,1920,UseZGC
0.25,1408,256,UseZGC
0.159375,1408,384,UseZGC
0.265625,1408,512,UseZGC
0.2015625,1408,640,UseZGC
0.175,1408,768,UseZGC
0.29375,1408,896,UseZGC
0.16875,1408,1024,UseZGC
0.2421875,1408,1152,UseZGC
0.19375,1408,1280,UseZGC
1.523438,1408,1408,UseZGC
1.401562,1408,1536,UseZGC
1.379688,1408,1664,UseZGC
1.407812,1408,1792,UseZGC
1.340625,1408,1920,UseZGC
0.1671875,1536,256,UseZGC
0.171875,1536,384,UseZGC
0.165625,1536,512,UseZGC
0.153125,1536,640,UseZGC
0.23125,1536,768,UseZGC
0.128125,1536,896,UseZGC
0.1875,1536,1024,UseZGC
0.1484375,1536,1152,UseZGC
0.1625,1536,1280,UseZGC
0.175,1536,1408,UseZGC
1.648438,1536,1536,UseZGC
2.064063,1536,1664,UseZGC
1.920313,1536,1792,UseZGC
1.80625,1536,1920,UseZGC
0.221875,1664,256,UseZGC
0.2125,1664,384,UseZGC
0.2515625,1664,512,UseZGC
0.19375,1664,640,UseZGC
0.265625,1664,768,UseZGC
0.246875,1664,896,UseZGC
0.18125,1664,1024,UseZGC
0.209375,1664,1152,UseZGC
0.228125,1664,1280,UseZGC
0.3453125,1664,1408,UseZGC
0.178125,1664,1536,UseZGC
1.903125,1664,1664,UseZGC
1.476563,1664,1792,UseZGC
1.498438,1664,1920,UseZGC
0.128125,1792,256,UseZGC
0.196875,1792,384,UseZGC
0.115625,1792,512,UseZGC
0.19375,1792,640,UseZGC
0.14375,1792,768,UseZGC
0.13125,1792,896,UseZGC
0.184375,1792,1024,UseZGC
0.240625,1792,1152,UseZGC
0.115625,1792,1280,UseZGC
0.196875,1792,1408,UseZGC
0.228125,1792,1536,UseZGC
0.10625,1792,1664,UseZGC
1.335938,1792,1792,UseZGC
1.24375,1792,1920,UseZGC
0.209375,1920,256,UseZGC
0.13125,1920,384,UseZGC
0.125,1920,512,UseZGC
0.1875,1920,640,UseZGC
0.1375,1920,768,UseZGC
0.121875,1920,896,UseZGC
0.1828125,1920,1024,UseZGC
0.1375,1920,1152,UseZGC
0.178125,1920,1280,UseZGC
0.16875,1920,1408,UseZGC
0.121875,1920,1536,UseZGC
0.184375,1920,1664,UseZGC
0.134375,1920,1792,UseZGC
1.207813,1920,1920,UseZGC
