Timing,Xms,Xmx,GCollector
8.333334E-02,1280,1920,UseConcMarkSweepGC
0.09375,1408,256,UseConcMarkSweepGC
8.854166E-02,1408,384,UseConcMarkSweepGC
8.854166E-02,1408,512,UseConcMarkSweepGC
8.854166E-02,1408,640,UseConcMarkSweepGC
0.09375,1408,768,UseConcMarkSweepGC
8.854166E-02,1408,896,UseConcMarkSweepGC
8.854166E-02,1408,1024,UseConcMarkSweepGC
0.09375,1408,1152,UseConcMarkSweepGC
0.09375,1408,1280,UseConcMarkSweepGC
0.09375,1408,1408,UseConcMarkSweepGC
8.854166E-02,1408,1536,UseConcMarkSweepGC
0.09375,1408,1664,UseConcMarkSweepGC
0.09375,1408,1792,UseConcMarkSweepGC
8.854166E-02,1408,1920,UseConcMarkSweepGC
0.09375,1536,256,UseConcMarkSweepGC
0.09375,1536,384,UseConcMarkSweepGC
8.854166E-02,1536,512,UseConcMarkSweepGC
0.09375,1536,640,UseConcMarkSweepGC
0.09375,1536,768,UseConcMarkSweepGC
8.854166E-02,1536,896,UseConcMarkSweepGC
8.854166E-02,1536,1024,UseConcMarkSweepGC
8.854166E-02,1536,1152,UseConcMarkSweepGC
0.09375,1536,1280,UseConcMarkSweepGC
8.854166E-02,1536,1408,UseConcMarkSweepGC
8.854166E-02,1536,1536,UseConcMarkSweepGC
8.854166E-02,1536,1664,UseConcMarkSweepGC
8.854166E-02,1536,1792,UseConcMarkSweepGC
0.09375,1536,1920,UseConcMarkSweepGC
0.09375,1664,256,UseConcMarkSweepGC
8.854166E-02,1664,384,UseConcMarkSweepGC
8.854166E-02,1664,512,UseConcMarkSweepGC
8.854166E-02,1664,640,UseConcMarkSweepGC
9.895834E-02,1664,768,UseConcMarkSweepGC
8.854166E-02,1664,896,UseConcMarkSweepGC
0.09375,1664,1024,UseConcMarkSweepGC
0.09375,1664,1152,UseConcMarkSweepGC
0.09375,1664,1280,UseConcMarkSweepGC
0.0859375,1664,1408,UseConcMarkSweepGC
8.333334E-02,1664,1536,UseConcMarkSweepGC
8.854166E-02,1664,1664,UseConcMarkSweepGC
8.854166E-02,1664,1792,UseConcMarkSweepGC
0.09375,1664,1920,UseConcMarkSweepGC
0.09375,1792,256,UseConcMarkSweepGC
9.895834E-02,1792,384,UseConcMarkSweepGC
9.895834E-02,1792,512,UseConcMarkSweepGC
0.09375,1792,640,UseConcMarkSweepGC
9.114584E-02,1792,768,UseConcMarkSweepGC
8.854166E-02,1792,896,UseConcMarkSweepGC
8.854166E-02,1792,1024,UseConcMarkSweepGC
8.854166E-02,1792,1152,UseConcMarkSweepGC
0.09375,1792,1280,UseConcMarkSweepGC
0.09375,1792,1408,UseConcMarkSweepGC
8.854166E-02,1792,1536,UseConcMarkSweepGC
8.854166E-02,1792,1664,UseConcMarkSweepGC
8.854166E-02,1792,1792,UseConcMarkSweepGC
8.854166E-02,1792,1920,UseConcMarkSweepGC
8.854166E-02,1920,256,UseConcMarkSweepGC
0.09375,1920,384,UseConcMarkSweepGC
8.333334E-02,1920,512,UseConcMarkSweepGC
0.09375,1920,640,UseConcMarkSweepGC
0.09375,1920,768,UseConcMarkSweepGC
8.854166E-02,1920,896,UseConcMarkSweepGC
8.854166E-02,1920,1024,UseConcMarkSweepGC
8.854166E-02,1920,1152,UseConcMarkSweepGC
8.854166E-02,1920,1280,UseConcMarkSweepGC
8.854166E-02,1920,1408,UseConcMarkSweepGC
8.854166E-02,1920,1536,UseConcMarkSweepGC
8.854166E-02,1920,1664,UseConcMarkSweepGC
0.09375,1920,1792,UseConcMarkSweepGC
8.854166E-02,1920,1920,UseConcMarkSweepGC
2.210938,256,256,UseZGC
1.408854,256,384,UseZGC
1.375,256,512,UseZGC
1.408854,256,640,UseZGC
1.393229,256,768,UseZGC
1.424479,256,896,UseZGC
1.380208,256,1024,UseZGC
1.851563,256,1152,UseZGC
1.377604,256,1280,UseZGC
1.408854,256,1408,UseZGC
1.403646,256,1536,UseZGC
1.388021,256,1664,UseZGC
1.447917,256,1792,UseZGC
1.429688,256,1920,UseZGC
0.09375,384,256,UseZGC
1.429688,384,384,UseZGC
1.385417,384,512,UseZGC
1.361979,384,640,UseZGC
1.364583,384,768,UseZGC
1.393229,384,896,UseZGC
1.356771,384,1024,UseZGC
1.421875,384,1152,UseZGC
1.398438,384,1280,UseZGC
1.434896,384,1408,UseZGC
1.348958,384,1536,UseZGC
1.414063,384,1664,UseZGC
1.513021,384,1792,UseZGC
1.432292,384,1920,UseZGC
0.09375,512,256,UseZGC
0.09375,512,384,UseZGC
1.486979,512,512,UseZGC
1.401042,512,640,UseZGC
1.434896,512,768,UseZGC
1.450521,512,896,UseZGC
1.408854,512,1024,UseZGC
1.421875,512,1152,UseZGC
1.427083,512,1280,UseZGC
1.395833,512,1408,UseZGC
1.434896,512,1536,UseZGC
1.434896,512,1664,UseZGC
1.450521,512,1792,UseZGC
1.432292,512,1920,UseZGC
0.109375,640,256,UseZGC
0.09375,640,384,UseZGC
0.09375,640,512,UseZGC
1.463542,640,640,UseZGC
1.40625,640,768,UseZGC
1.507813,640,896,UseZGC
1.484375,640,1024,UseZGC
1.473958,640,1152,UseZGC
1.440104,640,1280,UseZGC
1.460938,640,1408,UseZGC
1.486979,640,1536,UseZGC
1.520833,640,1664,UseZGC
1.541667,640,1792,UseZGC
1.544271,640,1920,UseZGC
0.1041667,768,256,UseZGC
9.895834E-02,768,384,UseZGC
0.1041667,768,512,UseZGC
0.09375,768,640,UseZGC
1.533854,768,768,UseZGC
1.505208,768,896,UseZGC
1.515625,768,1024,UseZGC
1.559896,768,1152,UseZGC
1.507813,768,1280,UseZGC
1.471354,768,1408,UseZGC
1.453125,768,1536,UseZGC
1.429688,768,1664,UseZGC
1.429688,768,1792,UseZGC
1.447917,768,1920,UseZGC
9.895834E-02,896,256,UseZGC
0.09375,896,384,UseZGC
8.854166E-02,896,512,UseZGC
0.09375,896,640,UseZGC
0.09375,896,768,UseZGC
1.518229,896,896,UseZGC
1.453125,896,1024,UseZGC
1.388021,896,1152,UseZGC
1.440104,896,1280,UseZGC
1.416667,896,1408,UseZGC
1.434896,896,1536,UseZGC
1.453125,896,1664,UseZGC
1.440104,896,1792,UseZGC
1.554688,896,1920,UseZGC
0.09375,1024,256,UseZGC
0.09375,1024,384,UseZGC
0.09375,1024,512,UseZGC
8.854166E-02,1024,640,UseZGC
0.09375,1024,768,UseZGC
8.854166E-02,1024,896,UseZGC
1.427083,1024,1024,UseZGC
1.471354,1024,1152,UseZGC
1.447917,1024,1280,UseZGC
1.4375,1024,1408,UseZGC
1.411458,1024,1536,UseZGC
1.416667,1024,1664,UseZGC
1.434896,1024,1792,UseZGC
1.4375,1024,1920,UseZGC
0.109375,1152,256,UseZGC
0.09375,1152,384,UseZGC
0.09375,1152,512,UseZGC
0.09375,1152,640,UseZGC
0.09375,1152,768,UseZGC
9.114584E-02,1152,896,UseZGC
9.635416E-02,1152,1024,UseZGC
1.476563,1152,1152,UseZGC
1.515625,1152,1280,UseZGC
1.460938,1152,1408,UseZGC
1.445313,1152,1536,UseZGC
1.473958,1152,1664,UseZGC
1.455729,1152,1792,UseZGC
1.489583,1152,1920,UseZGC
9.895834E-02,1280,256,UseZGC
0.09375,1280,384,UseZGC
8.854166E-02,1280,512,UseZGC
0.09375,1280,640,UseZGC
9.895834E-02,1280,768,UseZGC
8.854166E-02,1280,896,UseZGC
0.09375,1280,1024,UseZGC
9.895834E-02,1280,1152,UseZGC
1.476563,1280,1280,UseZGC
1.445313,1280,1408,UseZGC
1.463542,1280,1536,UseZGC
1.494792,1280,1664,UseZGC
1.609375,1280,1792,UseZGC
1.484375,1280,1920,UseZGC
0.09375,1408,256,UseZGC
0.09375,1408,384,UseZGC
0.09375,1408,512,UseZGC
0.09375,1408,640,UseZGC
0.09375,1408,768,UseZGC
0.09375,1408,896,UseZGC
0.09375,1408,1024,UseZGC
9.895834E-02,1408,1152,UseZGC
0.09375,1408,1280,UseZGC
1.473958,1408,1408,UseZGC
1.460938,1408,1536,UseZGC
1.471354,1408,1664,UseZGC
1.505208,1408,1792,UseZGC
1.460938,1408,1920,UseZGC
9.895834E-02,1536,256,UseZGC
0.09375,1536,384,UseZGC
8.854166E-02,1536,512,UseZGC
0.09375,1536,640,UseZGC
0.09375,1536,768,UseZGC
8.854166E-02,1536,896,UseZGC
0.09375,1536,1024,UseZGC
9.895834E-02,1536,1152,UseZGC
0.09375,1536,1280,UseZGC
0.09375,1536,1408,UseZGC
1.476563,1536,1536,UseZGC
1.661458,1536,1664,UseZGC
1.513021,1536,1792,UseZGC
1.473958,1536,1920,UseZGC
9.895834E-02,1664,256,UseZGC
9.895834E-02,1664,384,UseZGC
0.09375,1664,512,UseZGC
0.09375,1664,640,UseZGC
0.09375,1664,768,UseZGC
9.895834E-02,1664,896,UseZGC
9.895834E-02,1664,1024,UseZGC
9.895834E-02,1664,1152,UseZGC
9.895834E-02,1664,1280,UseZGC
0.09375,1664,1408,UseZGC
9.895834E-02,1664,1536,UseZGC
1.502604,1664,1664,UseZGC
1.471354,1664,1792,UseZGC
1.471354,1664,1920,UseZGC
9.895834E-02,1792,256,UseZGC
0.09375,1792,384,UseZGC
0.09375,1792,512,UseZGC
0.09375,1792,640,UseZGC
0.09375,1792,768,UseZGC
0.09375,1792,896,UseZGC
0.09375,1792,1024,UseZGC
8.854166E-02,1792,1152,UseZGC
9.895834E-02,1792,1280,UseZGC
0.09375,1792,1408,UseZGC
0.09375,1792,1536,UseZGC
0.09375,1792,1664,UseZGC
1.492188,1792,1792,UseZGC
1.635417,1792,1920,UseZGC
9.895834E-02,1920,256,UseZGC
0.09375,1920,384,UseZGC
0.09375,1920,512,UseZGC
0.09375,1920,640,UseZGC
9.895834E-02,1920,768,UseZGC
9.895834E-02,1920,896,UseZGC
0.09375,1920,1024,UseZGC
0.09375,1920,1152,UseZGC
9.895834E-02,1920,1280,UseZGC
0.09375,1920,1408,UseZGC
0.09375,1920,1536,UseZGC
0.09375,1920,1664,UseZGC
9.895834E-02,1920,1792,UseZGC
1.471354,1920,1920,UseZGC
