Timing,Xms,Xmx,GCollector
8.854166E-02,1280,384,UseConcMarkSweepGC
8.072916E-02,1280,512,UseConcMarkSweepGC
9.114584E-02,1280,640,UseConcMarkSweepGC
9.114584E-02,1280,768,UseConcMarkSweepGC
0.09375,1280,896,UseConcMarkSweepGC
8.854166E-02,1280,1024,UseConcMarkSweepGC
8.854166E-02,1280,1152,UseConcMarkSweepGC
8.854166E-02,1280,1280,UseConcMarkSweepGC
8.854166E-02,1280,1408,UseConcMarkSweepGC
8.854166E-02,1280,1536,UseConcMarkSweepGC
8.854166E-02,1280,1664,UseConcMarkSweepGC
8.854166E-02,1280,1792,UseConcMarkSweepGC
8.854166E-02,1280,1920,UseConcMarkSweepGC
8.854166E-02,1408,256,UseConcMarkSweepGC
0.09375,1408,384,UseConcMarkSweepGC
8.854166E-02,1408,512,UseConcMarkSweepGC
8.333334E-02,1408,640,UseConcMarkSweepGC
8.854166E-02,1408,768,UseConcMarkSweepGC
8.854166E-02,1408,896,UseConcMarkSweepGC
8.333334E-02,1408,1024,UseConcMarkSweepGC
8.333334E-02,1408,1152,UseConcMarkSweepGC
8.333334E-02,1408,1280,UseConcMarkSweepGC
0.09375,1408,1408,UseConcMarkSweepGC
8.333334E-02,1408,1536,UseConcMarkSweepGC
8.333334E-02,1408,1664,UseConcMarkSweepGC
8.854166E-02,1408,1792,UseConcMarkSweepGC
0.0859375,1408,1920,UseConcMarkSweepGC
8.854166E-02,1536,256,UseConcMarkSweepGC
8.854166E-02,1536,384,UseConcMarkSweepGC
8.854166E-02,1536,512,UseConcMarkSweepGC
8.333334E-02,1536,640,UseConcMarkSweepGC
8.333334E-02,1536,768,UseConcMarkSweepGC
8.854166E-02,1536,896,UseConcMarkSweepGC
0.09375,1536,1024,UseConcMarkSweepGC
8.854166E-02,1536,1152,UseConcMarkSweepGC
8.854166E-02,1536,1280,UseConcMarkSweepGC
8.854166E-02,1536,1408,UseConcMarkSweepGC
8.854166E-02,1536,1536,UseConcMarkSweepGC
8.854166E-02,1536,1664,UseConcMarkSweepGC
8.854166E-02,1536,1792,UseConcMarkSweepGC
8.854166E-02,1536,1920,UseConcMarkSweepGC
8.333334E-02,1664,256,UseConcMarkSweepGC
0.09375,1664,384,UseConcMarkSweepGC
8.854166E-02,1664,512,UseConcMarkSweepGC
0.09375,1664,640,UseConcMarkSweepGC
8.854166E-02,1664,768,UseConcMarkSweepGC
8.333334E-02,1664,896,UseConcMarkSweepGC
8.854166E-02,1664,1024,UseConcMarkSweepGC
8.333334E-02,1664,1152,UseConcMarkSweepGC
8.333334E-02,1664,1280,UseConcMarkSweepGC
8.854166E-02,1664,1408,UseConcMarkSweepGC
0.09375,1664,1536,UseConcMarkSweepGC
8.333334E-02,1664,1664,UseConcMarkSweepGC
8.333334E-02,1664,1792,UseConcMarkSweepGC
8.333334E-02,1664,1920,UseConcMarkSweepGC
0.09375,1792,256,UseConcMarkSweepGC
8.333334E-02,1792,384,UseConcMarkSweepGC
8.854166E-02,1792,512,UseConcMarkSweepGC
0.09375,1792,640,UseConcMarkSweepGC
8.854166E-02,1792,768,UseConcMarkSweepGC
8.854166E-02,1792,896,UseConcMarkSweepGC
8.854166E-02,1792,1024,UseConcMarkSweepGC
8.333334E-02,1792,1152,UseConcMarkSweepGC
8.854166E-02,1792,1280,UseConcMarkSweepGC
8.333334E-02,1792,1408,UseConcMarkSweepGC
8.333334E-02,1792,1536,UseConcMarkSweepGC
8.854166E-02,1792,1664,UseConcMarkSweepGC
0.09375,1792,1792,UseConcMarkSweepGC
0.09375,1792,1920,UseConcMarkSweepGC
8.854166E-02,1920,256,UseConcMarkSweepGC
8.333334E-02,1920,384,UseConcMarkSweepGC
8.854166E-02,1920,512,UseConcMarkSweepGC
8.854166E-02,1920,640,UseConcMarkSweepGC
8.854166E-02,1920,768,UseConcMarkSweepGC
8.333334E-02,1920,896,UseConcMarkSweepGC
0.09375,1920,1024,UseConcMarkSweepGC
9.895834E-02,1920,1152,UseConcMarkSweepGC
0.109375,1920,1280,UseConcMarkSweepGC
0.1041667,1920,1408,UseConcMarkSweepGC
8.333334E-02,1920,1536,UseConcMarkSweepGC
8.333334E-02,1920,1664,UseConcMarkSweepGC
0.0859375,1920,1792,UseConcMarkSweepGC
8.854166E-02,1920,1920,UseConcMarkSweepGC
3.554688,256,256,UseZGC
22.18229,256,384,UseZGC
14.66406,256,512,UseZGC
10.82031,256,640,UseZGC
9.705729,256,768,UseZGC
8.518229,256,896,UseZGC
-28793.67,256,1024,UseZGC
5.724333,256,1152,UseZGC
6.018,256,1280,UseZGC
7.140001,256,1408,UseZGC
5.790331,256,1536,UseZGC
4.981,256,1664,UseZGC
4.813334,256,1792,UseZGC
4.588999,256,1920,UseZGC
0.1043345,384,256,UseZGC
21.83833,384,384,UseZGC
14.446,384,512,UseZGC
11.182,384,640,UseZGC
10.52067,384,768,UseZGC
8.122334,384,896,UseZGC
6.024333,384,1024,UseZGC
5.164001,384,1152,UseZGC
6.183329,384,1280,UseZGC
7.790334,384,1408,UseZGC
5.779337,384,1536,UseZGC
5.384664,384,1664,UseZGC
5.046,384,1792,UseZGC
4.732005,384,1920,UseZGC
0.1093343,512,256,UseZGC
9.366862E-02,512,384,UseZGC
14.673,512,512,UseZGC
11.75432,512,640,UseZGC
9.860677,512,768,UseZGC
8.052002,512,896,UseZGC
6.787659,512,1024,UseZGC
5.159342,512,1152,UseZGC
6.052673,512,1280,UseZGC
7.515991,512,1408,UseZGC
6.080343,512,1536,UseZGC
4.98468,512,1664,UseZGC
4.82133,512,1792,UseZGC
4.605001,512,1920,UseZGC
0.0986735,640,256,UseZGC
9.399414E-02,640,384,UseZGC
9.366862E-02,640,512,UseZGC
11.52934,640,640,UseZGC
10.30434,640,768,UseZGC
8.394002,640,896,UseZGC
6.216675,640,1024,UseZGC
5.178996,640,1152,UseZGC
6.345337,640,1280,UseZGC
6.875,640,1408,UseZGC
5.546997,640,1536,UseZGC
5.119344,640,1664,UseZGC
5.156657,640,1792,UseZGC
4.503662,640,1920,UseZGC
0.1040039,768,256,UseZGC
0.1046753,768,384,UseZGC
9.366862E-02,768,512,UseZGC
9.366862E-02,768,640,UseZGC
10.39899,768,768,UseZGC
8.136333,768,896,UseZGC
5.911987,768,1024,UseZGC
5.416667,768,1152,UseZGC
6.131673,768,1280,UseZGC
7.619669,768,1408,UseZGC
5.583659,768,1536,UseZGC
4.965332,768,1664,UseZGC
4.925985,768,1792,UseZGC
4.580363,768,1920,UseZGC
0.1146647,896,256,UseZGC
0.1303304,896,384,UseZGC
0.0986735,896,512,UseZGC
0.1093343,896,640,UseZGC
9.366862E-02,896,768,UseZGC
8.568318,896,896,UseZGC
6.164999,896,1024,UseZGC
5.253662,896,1152,UseZGC
6.145345,896,1280,UseZGC
7.309326,896,1408,UseZGC
5.676025,896,1536,UseZGC
5.421997,896,1664,UseZGC
4.928304,896,1792,UseZGC
4.482015,896,1920,UseZGC
0.1043294,1024,256,UseZGC
9.399414E-02,1024,384,UseZGC
0.0986735,1024,512,UseZGC
0.0986735,1024,640,UseZGC
9.899902E-02,1024,768,UseZGC
9.366862E-02,1024,896,UseZGC
6.154989,1024,1024,UseZGC
4.889364,1024,1152,UseZGC
5.772339,1024,1280,UseZGC
7.061646,1024,1408,UseZGC
5.269328,1024,1536,UseZGC
4.806681,1024,1664,UseZGC
4.863322,1024,1792,UseZGC
4.472005,1024,1920,UseZGC
0.1043294,1152,256,UseZGC
8.866373E-02,1152,384,UseZGC
9.366862E-02,1152,512,UseZGC
9.366862E-02,1152,640,UseZGC
9.399414E-02,1152,768,UseZGC
9.366862E-02,1152,896,UseZGC
9.366862E-02,1152,1024,UseZGC
5.371012,1152,1152,UseZGC
5.928996,1152,1280,UseZGC
7.168009,1152,1408,UseZGC
5.490316,1152,1536,UseZGC
5.001017,1152,1664,UseZGC
4.984985,1152,1792,UseZGC
4.52535,1152,1920,UseZGC
0.1143392,1280,256,UseZGC
9.399414E-02,1280,384,UseZGC
9.366862E-02,1280,512,UseZGC
9.899902E-02,1280,640,UseZGC
8.866373E-02,1280,768,UseZGC
9.366862E-02,1280,896,UseZGC
9.366862E-02,1280,1024,UseZGC
9.366862E-02,1280,1152,UseZGC
6.039347,1280,1280,UseZGC
7.635335,1280,1408,UseZGC
5.739298,1280,1536,UseZGC
5.20402,1280,1664,UseZGC
4.75,1280,1792,UseZGC
4.524333,1280,1920,UseZGC
0.1210124,1408,256,UseZGC
9.899902E-02,1408,384,UseZGC
0.1096598,1408,512,UseZGC
0.1143392,1408,640,UseZGC
0.0986735,1408,768,UseZGC
9.899902E-02,1408,896,UseZGC
0.1040039,1408,1024,UseZGC
9.399414E-02,1408,1152,UseZGC
9.936523E-02,1408,1280,UseZGC
7.512329,1408,1408,UseZGC
5.870646,1408,1536,UseZGC
5.005331,1408,1664,UseZGC
4.811686,1408,1792,UseZGC
4.88798,1408,1920,UseZGC
0.1040039,1536,256,UseZGC
9.399414E-02,1536,384,UseZGC
0.0933431,1536,512,UseZGC
9.399414E-02,1536,640,UseZGC
8.833822E-02,1536,768,UseZGC
9.399414E-02,1536,896,UseZGC
0.0986735,1536,1024,UseZGC
8.833822E-02,1536,1152,UseZGC
9.399414E-02,1536,1280,UseZGC
0.1300049,1536,1408,UseZGC
5.827026,1536,1536,UseZGC
5.016968,1536,1664,UseZGC
4.951334,1536,1792,UseZGC
4.645996,1536,1920,UseZGC
0.1040039,1664,256,UseZGC
9.899902E-02,1664,384,UseZGC
9.366862E-02,1664,512,UseZGC
9.330241E-02,1664,640,UseZGC
9.403483E-02,1664,768,UseZGC
9.362793E-02,1664,896,UseZGC
9.899902E-02,1664,1024,UseZGC
9.330241E-02,1664,1152,UseZGC
9.899902E-02,1664,1280,UseZGC
9.936523E-02,1664,1408,UseZGC
9.399414E-02,1664,1536,UseZGC
5.233683,1664,1664,UseZGC
4.745361,1664,1792,UseZGC
4.943319,1664,1920,UseZGC
0.1206869,1792,256,UseZGC
9.769694E-02,1792,384,UseZGC
9.899902E-02,1792,512,UseZGC
9.399414E-02,1792,640,UseZGC
9.362793E-02,1792,768,UseZGC
9.936523E-02,1792,896,UseZGC
9.366862E-02,1792,1024,UseZGC
0.0933431,1792,1152,UseZGC
0.1046549,1792,1280,UseZGC
9.399414E-02,1792,1408,UseZGC
9.366862E-02,1792,1536,UseZGC
9.899902E-02,1792,1664,UseZGC
5.025675,1792,1792,UseZGC
4.542969,1792,1920,UseZGC
0.1040039,1920,256,UseZGC
9.899902E-02,1920,384,UseZGC
9.403483E-02,1920,512,UseZGC
8.898926E-02,1920,640,UseZGC
9.366862E-02,1920,768,UseZGC
8.833822E-02,1920,896,UseZGC
9.366862E-02,1920,1024,UseZGC
9.366862E-02,1920,1152,UseZGC
8.833822E-02,1920,1280,UseZGC
8.931478E-02,1920,1408,UseZGC
9.403483E-02,1920,1536,UseZGC
9.403483E-02,1920,1664,UseZGC
9.403483E-02,1920,1792,UseZGC
4.420695,1920,1920,UseZGC
